O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,Date,Domain Source
25-1032.00,"Engineering Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.16,02/2026,Machine Learning/Expert
25-1032.00,"Engineering Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,5.77,02/2026,Machine Learning/Expert
25-1032.00,"Engineering Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.01,02/2026,Machine Learning/Expert
25-1032.00,"Engineering Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.44,02/2026,Machine Learning/Expert
25-1032.00,"Engineering Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1032.00,"Engineering Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1032.00,"Engineering Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,3.97,02/2026,Machine Learning/Expert
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.36,02/2026,Machine Learning/Expert
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,2.92,02/2026,Machine Learning/Expert
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.24,02/2026,Machine Learning/Expert
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.61,02/2026,Machine Learning/Expert
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.51,02/2026,Machine Learning/Expert
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1042.00,"Biological Science Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,3.96,02/2026,Machine Learning/Expert
25-1042.00,"Biological Science Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.88,02/2026,Machine Learning/Expert
25-1042.00,"Biological Science Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.30,02/2026,Machine Learning/Expert
25-1042.00,"Biological Science Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.25,02/2026,Machine Learning/Expert
25-1042.00,"Biological Science Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.04,02/2026,Machine Learning/Expert
25-1042.00,"Biological Science Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.65,02/2026,Machine Learning/Expert
25-1042.00,"Biological Science Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1042.00,"Biological Science Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1042.00,"Biological Science Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,3.97,02/2026,Machine Learning/Expert
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.91,02/2026,Machine Learning/Expert
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.15,02/2026,Machine Learning/Expert
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.47,02/2026,Machine Learning/Expert
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.42,02/2026,Machine Learning/Expert
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.34,02/2026,Machine Learning/Expert
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,4.00,02/2026,Machine Learning/Expert
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.61,02/2026,Machine Learning/Expert
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.14,02/2026,Machine Learning/Expert
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.51,02/2026,Machine Learning/Expert
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.37,02/2026,Machine Learning/Expert
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.60,02/2026,Machine Learning/Expert
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1052.00,"Chemistry Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,4.05,02/2026,Machine Learning/Expert
25-1052.00,"Chemistry Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.82,02/2026,Machine Learning/Expert
25-1052.00,"Chemistry Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,2.95,02/2026,Machine Learning/Expert
25-1052.00,"Chemistry Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,5.71,02/2026,Machine Learning/Expert
25-1052.00,"Chemistry Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.09,02/2026,Machine Learning/Expert
25-1052.00,"Chemistry Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.78,02/2026,Machine Learning/Expert
25-1052.00,"Chemistry Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1052.00,"Chemistry Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1052.00,"Chemistry Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1053.00,"Environmental Science Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,3.71,02/2026,Machine Learning/Expert
25-1053.00,"Environmental Science Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,6.34,02/2026,Machine Learning/Expert
25-1053.00,"Environmental Science Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.37,02/2026,Machine Learning/Expert
25-1053.00,"Environmental Science Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.25,02/2026,Machine Learning/Expert
25-1053.00,"Environmental Science Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.49,02/2026,Machine Learning/Expert
25-1053.00,"Environmental Science Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.42,02/2026,Machine Learning/Expert
25-1053.00,"Environmental Science Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1053.00,"Environmental Science Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1053.00,"Environmental Science Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1054.00,"Physics Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,3.77,02/2026,Machine Learning/Expert
25-1054.00,"Physics Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.98,02/2026,Machine Learning/Expert
25-1054.00,"Physics Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.28,02/2026,Machine Learning/Expert
25-1054.00,"Physics Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.06,02/2026,Machine Learning/Expert
25-1054.00,"Physics Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.35,02/2026,Machine Learning/Expert
25-1054.00,"Physics Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.64,02/2026,Machine Learning/Expert
25-1054.00,"Physics Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1054.00,"Physics Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1054.00,"Physics Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,3.46,02/2026,Machine Learning/Expert
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.96,02/2026,Machine Learning/Expert
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.57,02/2026,Machine Learning/Expert
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.75,02/2026,Machine Learning/Expert
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.47,02/2026,Machine Learning/Expert
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.29,02/2026,Machine Learning/Expert
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,3.05,02/2026,Machine Learning/Expert
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.31,02/2026,Machine Learning/Expert
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.84,02/2026,Machine Learning/Expert
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.92,02/2026,Machine Learning/Expert
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,3.00,02/2026,Machine Learning/Expert
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.03,02/2026,Machine Learning/Expert
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1063.00,"Economics Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,2.73,02/2026,Machine Learning/Expert
25-1063.00,"Economics Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.56,02/2026,Machine Learning/Expert
25-1063.00,"Economics Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.02,02/2026,Machine Learning/Expert
25-1063.00,"Economics Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.21,02/2026,Machine Learning/Expert
25-1063.00,"Economics Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,3.36,02/2026,Machine Learning/Expert
25-1063.00,"Economics Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.90,02/2026,Machine Learning/Expert
25-1063.00,"Economics Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1063.00,"Economics Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1063.00,"Economics Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1064.00,"Geography Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,3.24,02/2026,Machine Learning/Expert
25-1064.00,"Geography Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.65,02/2026,Machine Learning/Expert
25-1064.00,"Geography Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.69,02/2026,Machine Learning/Expert
25-1064.00,"Geography Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.76,02/2026,Machine Learning/Expert
25-1064.00,"Geography Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.61,02/2026,Machine Learning/Expert
25-1064.00,"Geography Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.67,02/2026,Machine Learning/Expert
25-1064.00,"Geography Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1064.00,"Geography Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1064.00,"Geography Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1065.00,"Political Science Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,1.95,02/2026,Machine Learning/Expert
25-1065.00,"Political Science Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.47,02/2026,Machine Learning/Expert
25-1065.00,"Political Science Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.72,02/2026,Machine Learning/Expert
25-1065.00,"Political Science Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.87,02/2026,Machine Learning/Expert
25-1065.00,"Political Science Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,3.25,02/2026,Machine Learning/Expert
25-1065.00,"Political Science Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.02,02/2026,Machine Learning/Expert
25-1065.00,"Political Science Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1065.00,"Political Science Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1065.00,"Political Science Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1066.00,"Psychology Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,2.13,02/2026,Machine Learning/Expert
25-1066.00,"Psychology Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.59,02/2026,Machine Learning/Expert
25-1066.00,"Psychology Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.86,02/2026,Machine Learning/Expert
25-1066.00,"Psychology Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
25-1066.00,"Psychology Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.32,02/2026,Machine Learning/Expert
25-1066.00,"Psychology Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.30,02/2026,Machine Learning/Expert
25-1066.00,"Psychology Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1066.00,"Psychology Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1066.00,"Psychology Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1067.00,"Sociology Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,2.57,02/2026,Machine Learning/Expert
25-1067.00,"Sociology Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.71,02/2026,Machine Learning/Expert
25-1067.00,"Sociology Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.58,02/2026,Machine Learning/Expert
25-1067.00,"Sociology Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.70,02/2026,Machine Learning/Expert
25-1067.00,"Sociology Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.53,02/2026,Machine Learning/Expert
25-1067.00,"Sociology Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.27,02/2026,Machine Learning/Expert
25-1067.00,"Sociology Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1067.00,"Sociology Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1067.00,"Sociology Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1071.00,"Health Specialties Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,3.27,02/2026,Machine Learning/Expert
25-1071.00,"Health Specialties Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.43,02/2026,Machine Learning/Expert
25-1071.00,"Health Specialties Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.00,02/2026,Machine Learning/Expert
25-1071.00,"Health Specialties Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
25-1071.00,"Health Specialties Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,1.99,02/2026,Machine Learning/Expert
25-1071.00,"Health Specialties Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.52,02/2026,Machine Learning/Expert
25-1071.00,"Health Specialties Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1071.00,"Health Specialties Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1071.00,"Health Specialties Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,2.94,02/2026,Machine Learning/Expert
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,4.91,02/2026,Machine Learning/Expert
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.29,02/2026,Machine Learning/Expert
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.13,02/2026,Machine Learning/Expert
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.15,02/2026,Machine Learning/Expert
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1081.00,"Education Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,2.67,02/2026,Machine Learning/Expert
25-1081.00,"Education Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,4.77,02/2026,Machine Learning/Expert
25-1081.00,"Education Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.47,02/2026,Machine Learning/Expert
25-1081.00,"Education Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
25-1081.00,"Education Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.68,02/2026,Machine Learning/Expert
25-1081.00,"Education Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.61,02/2026,Machine Learning/Expert
25-1081.00,"Education Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1081.00,"Education Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1081.00,"Education Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1082.00,"Library Science Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,2.93,02/2026,Machine Learning/Expert
25-1082.00,"Library Science Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.44,02/2026,Machine Learning/Expert
25-1082.00,"Library Science Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.27,02/2026,Machine Learning/Expert
25-1082.00,"Library Science Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.27,02/2026,Machine Learning/Expert
25-1082.00,"Library Science Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.16,02/2026,Machine Learning/Expert
25-1082.00,"Library Science Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,4.16,02/2026,Machine Learning/Expert
25-1082.00,"Library Science Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1082.00,"Library Science Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1082.00,"Library Science Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,2.40,02/2026,Machine Learning/Expert
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,4.88,02/2026,Machine Learning/Expert
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.33,02/2026,Machine Learning/Expert
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.85,02/2026,Machine Learning/Expert
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,3.37,02/2026,Machine Learning/Expert
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.56,02/2026,Machine Learning/Expert
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1112.00,"Law Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,2.41,02/2026,Machine Learning/Expert
25-1112.00,"Law Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.35,02/2026,Machine Learning/Expert
25-1112.00,"Law Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.39,02/2026,Machine Learning/Expert
25-1112.00,"Law Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.46,02/2026,Machine Learning/Expert
25-1112.00,"Law Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,3.49,02/2026,Machine Learning/Expert
25-1112.00,"Law Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.72,02/2026,Machine Learning/Expert
25-1112.00,"Law Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1112.00,"Law Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1112.00,"Law Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1113.00,"Social Work Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,2.20,02/2026,Machine Learning/Expert
