O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
13-2011.00,Accountants and Auditors,21532,"Prepare, analyze, or verify annual reports, financial statements, and other records, using accepted accounting and statistical procedures to assess financial condition and facilitate financial planning.",Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21507,"Collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies.",Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21534,"Review data about material assets, net worth, liabilities, capital stock, surplus, income, or expenditures.",Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21520,Report to management regarding the finances of establishment.,Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21522,"Evaluate taxpayer finances to determine tax liability, using knowledge of interest and discount rates, annuities, valuation of stocks and bonds, and amortization valuation of depletable assets.",Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21509,"Supervise auditing of establishments, and determine scope of investigation required.",Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21521,"Develop, implement, modify, and document recordkeeping and accounting systems, making use of current computer technology.",Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21510,Confer with company officials about financial and regulatory matters.,Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21525,"Review taxpayer accounts, and conduct audits on-site, by correspondence, or by summoning taxpayer to office.",Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21517,Establish tables of accounts and assign entries to proper accounts.,Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21512,"Inspect cash on hand, notes receivable and payable, negotiable securities, and canceled checks to confirm records are accurate.",Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21511,"Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity.",Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21513,Examine records and interview workers to ensure recording of transactions and compliance with laws and regulations.,Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21519,"Analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21531,"Develop, maintain, or analyze budgets, preparing periodic reports that compare budgeted costs to actual costs.",Core,16,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21528,Represent clients before taxing authorities and provide support during litigation involving financial issues.,Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21529,"Direct activities of personnel engaged in filing, recording, compiling, and transmitting financial records.",Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21524,"Audit payroll and personnel records to determine unemployment insurance premiums, workers' compensation coverage, liabilities, and compliance with tax laws.",Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21523,"Examine whether the organization's objectives are reflected in its management activities, and whether employees understand the objectives.",Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21530,Conduct pre-implementation audits to determine if systems and programs under development will work as planned.,Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21527,"Advise clients in areas such as compensation, employee health care benefits, the design of accounting or data processing systems, or long-range tax or estate plans.",Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21518,Examine inventory to verify journal and ledger entries.,Core,17,08/2026,Occupational Expert
13-2011.00,Accountants and Auditors,21506,"Report to management about asset utilization and audit results, and recommend changes in operations and financial activities.",Core,17,08/2026,Occupational Expert
13-2022.00,Appraisers of Personal and Business Property,21548,Write descriptions of the property being appraised.,Core,23,08/2025,Occupational Expert
13-2022.00,Appraisers of Personal and Business Property,21537,"Determine the appropriate type of valuation to make, such as fair market, replacement, or liquidation, based on the needs of the property owner.",Core,23,08/2025,Occupational Expert
13-2022.00,Appraisers of Personal and Business Property,21538,"Document physical characteristics of property such as measurements, quality, and design.",Core,23,08/2025,Occupational Expert
13-2022.00,Appraisers of Personal and Business Property,21535,"Calculate the value of property based on comparisons to recent sales, estimated cost to reproduce, and anticipated property income streams.",Core,23,08/2025,Occupational Expert
13-2022.00,Appraisers of Personal and Business Property,21541,"Locate and record data on sales of comparable property using specialized software, internet searches, or personal records.",Core,23,08/2025,Occupational Expert
13-2022.00,Appraisers of Personal and Business Property,21547,"Write and submit appraisal reports for property, such as jewelry, art, antiques, collectibles, and equipment.",Core,23,08/2025,Occupational Expert
13-2022.00,Appraisers of Personal and Business Property,21540,Inspect personal or business property.,Core,23,08/2025,Occupational Expert
13-2022.00,Appraisers of Personal and Business Property,21536,Create and maintain a database of completed appraisals.,Core,23,08/2025,Occupational Expert
13-2022.00,Appraisers of Personal and Business Property,21543,Take photographs of property.,Core,23,08/2025,Occupational Expert
13-2022.00,Appraisers of Personal and Business Property,21546,Verify that property matches legal descriptions or certifications.,Core,23,08/2025,Occupational Expert
13-2022.00,Appraisers of Personal and Business Property,21545,"Update appraisals when property has been improved, damaged, or has otherwise changed.",Core,23,08/2025,Occupational Expert
13-2022.00,Appraisers of Personal and Business Property,21544,Testify in court as to the value of a piece of tangible property.,Core,23,08/2025,Occupational Expert
13-2022.00,Appraisers of Personal and Business Property,21539,Forecast the value of property.,Core,23,08/2025,Occupational Expert
13-2022.00,Appraisers of Personal and Business Property,21542,Recommend loan amounts based on the value of property being used as collateral.,Supplemental,23,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21549,"Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.",Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21550,"Prepare written reports that estimate property values, outline methods by which the estimations were made, and meet appraisal standards.",Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21569,"Photograph interiors and exteriors of properties to assist in estimating property value, substantiate findings, and complete appraisal reports.",Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21565,"Search public records for transactions such as sales, leases, and assessments.",Core,23,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21570,Obtain county land values and sales information about nearby properties to aid in establishment of property values.,Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21564,Maintain familiarity with aspects of local real estate markets.,Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21556,"Inspect properties, considering factors such as market value, location, and building or replacement costs to determine appraisal value.",Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21552,Collect and analyze relevant data to identify real estate market trends.,Core,23,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21558,"Review information about transfers of property to ensure its accuracy, checking basic information on buyers, sellers, and sales prices and making corrections as necessary.",Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21577,"Analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21551,Inspect new construction and major improvements to existing structures to determine values.,Core,23,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21566,Check building codes and zoning bylaws to determine any effects on the properties being appraised.,Core,23,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21568,"Interview persons familiar with properties and immediate surroundings, such as contractors, home owners, and realtors, to obtain pertinent information.",Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21567,Verify legal descriptions of properties by comparing them to county records.,Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21563,"Evaluate land and neighborhoods where properties are situated, considering locations and trends or impending changes that could influence future values.",Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21571,"Examine the type and location of nearby services, such as shopping centers, schools, parks, and other neighborhood features, to evaluate their impact on property values.",Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21562,Examine income records and operating costs of income properties.,Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21572,"Estimate building replacement costs, using building valuation manuals and professional cost estimators.",Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21573,Draw land diagrams to be used in appraisal reports to support findings.,Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21560,Conduct regular reviews of property within jurisdictions to determine changes in property due to construction or demolition.,Core,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21574,Testify in court as to the value of a piece of real estate property.,Core,23,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21555,Identify the ownership of each piece of taxable property.,Supplemental,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21553,"Prepare and maintain current data on each parcel assessed, including maps of boundaries, inventories of land and structures, property characteristics, and any applicable exemptions.",Supplemental,23,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21561,Establish uniform and equitable systems for assessing all classes and kinds of property.,Supplemental,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21575,Calculate tax bills for properties by multiplying assessed values by jurisdiction tax rates.,Supplemental,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21578,"Determine taxability of properties, using methods such as field inspection, structural measurement, calculation, sales analysis, market trend studies, and income and expense analysis.",Supplemental,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21554,Explain assessed values to property owners and defend appealed assessments at public hearings.,Supplemental,24,08/2025,Occupational Expert
13-2023.00,Appraisers and Assessors of Real Estate,21559,Explain real and personal property taxes to property owners.,Supplemental,24,08/2025,Occupational Expert
13-2031.00,Budget Analysts,3394,Analyze monthly department budgeting and accounting reports to maintain expenditure controls.,Core,54,08/2024,Incumbent
13-2031.00,Budget Analysts,3398,"Provide advice and technical assistance with cost analysis, fiscal allocation, and budget preparation.",Core,55,08/2024,Incumbent
13-2031.00,Budget Analysts,3401,Review operating budgets to analyze trends affecting budget needs.,Core,55,08/2024,Incumbent
13-2031.00,Budget Analysts,3405,Compile and analyze accounting records and other data to determine the financial resources required to implement a program.,Core,54,08/2024,Incumbent
13-2031.00,Budget Analysts,3402,"Examine budget estimates for completeness, accuracy, and conformance with procedures and regulations.",Core,55,08/2024,Incumbent
13-2031.00,Budget Analysts,3399,Summarize budgets and submit recommendations for the approval or disapproval of funds requests.,Core,54,08/2024,Incumbent
13-2031.00,Budget Analysts,3396,Consult with managers to ensure that budget adjustments are made in accordance with program changes.,Core,53,08/2024,Incumbent
13-2031.00,Budget Analysts,3395,Direct the preparation of regular and special budget reports.,Core,55,08/2024,Incumbent
13-2031.00,Budget Analysts,3404,Interpret budget directives and establish policies for carrying out directives.,Core,53,08/2024,Incumbent
13-2031.00,Budget Analysts,3403,"Perform cost-benefit analyses to compare operating programs, review financial requests, or explore alternative financing methods.",Core,53,08/2024,Incumbent
13-2031.00,Budget Analysts,3397,"Match appropriations for specific programs with appropriations for broader programs, including items for emergency funds.",Core,55,08/2024,Incumbent
13-2031.00,Budget Analysts,3400,Seek new ways to improve efficiency and increase profits.,Core,55,08/2024,Incumbent
13-2031.00,Budget Analysts,3406,"Testify before examining and fund-granting authorities, clarifying and promoting the proposed budgets.",Supplemental,55,08/2024,Incumbent
13-2041.00,Credit Analysts,1250,Analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,Core,20,08/2020,Occupational Expert
13-2041.00,Credit Analysts,1254,"Complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",Core,20,08/2020,Occupational Expert
13-2041.00,Credit Analysts,1255,"Generate financial ratios, using computer programs, to evaluate customers' financial status.",Core,20,08/2020,Occupational Expert
13-2041.00,Credit Analysts,1251,Prepare reports that include the degree of risk involved in extending credit or lending money.,Core,20,08/2020,Occupational Expert
13-2041.00,Credit Analysts,1259,"Analyze financial data, such as income growth, quality of management, and market share to determine expected profitability of loans.",Core,20,08/2020,Occupational Expert
13-2041.00,Credit Analysts,1257,"Compare liquidity, profitability, and credit histories of establishments being evaluated with those of similar establishments in the same industries and geographic locations.",Core,20,08/2020,Occupational Expert
13-2041.00,Credit Analysts,1258,Consult with customers to resolve complaints and verify financial and credit transactions.,Core,20,08/2020,Occupational Expert
13-2041.00,Credit Analysts,21164,Contact customers to collect payments on delinquent accounts.,Supplemental,20,08/2020,Occupational Expert
13-2041.00,Credit Analysts,1252,"Evaluate customer records and recommend payment plans, based on earnings, savings data, payment history, and purchase activity.",Supplemental,20,08/2020,Occupational Expert
13-2041.00,Credit Analysts,1256,Review individual or commercial customer files to identify and select delinquent accounts for collection.,Supplemental,20,08/2020,Occupational Expert
13-2041.00,Credit Analysts,1253,Confer with credit association and other business representatives to exchange credit information.,Supplemental,20,08/2020,Occupational Expert
13-2051.00,Financial and Investment Analysts,21579,"Advise clients on aspects of capitalization, such as amounts, sources, or timing.",,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21580,Analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21581,Assess companies as investments for clients by examining company facilities.,,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21582,"Collaborate on projects with other professionals, such as lawyers, accountants, or public relations experts.",,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21583,Collaborate with investment bankers to attract new corporate clients.,,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21584,Conduct financial analyses related to investments in green construction or green retrofitting projects.,,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21585,"Confer with clients to restructure debt, refinance debt, or raise new debt.",,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21586,Create client presentations of plan details.,,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21587,Determine the prices at which securities should be syndicated and offered to the public.,,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21588,Develop and maintain client relationships.,,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21589,"Draw charts and graphs, using computer spreadsheets, to illustrate technical reports.",,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21590,Employ financial models to develop solutions to financial problems or to assess the financial or capital impact of transactions.,,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21591,Evaluate and compare the relative quality of various securities in a given industry.,,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21592,Evaluate capital needs of clients and assess market conditions to inform structuring of financial packages.,,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21593,"Inform investment decisions by analyzing financial information to forecast business, industry, or economic conditions.",,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21594,"Interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs.",,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21595,"Monitor developments in the fields of industrial technology, business, finance, and economic theory.",,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21596,"Monitor fundamental economic, industrial, and corporate developments by analyzing information from financial publications and services, investment banking firms, government agencies, trade publications, company sources, or personal interviews.",,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21597,Perform securities valuation or pricing.,,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21598,Prepare all materials for transactions or execution of deals.,,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21599,"Prepare plans of action for investment, using financial analyses.",,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21600,"Present oral or written reports on general economic trends, individual corporations, and entire industries.",,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21601,Purchase investments for companies in accordance with company policy.,,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21602,"Recommend investments and investment timing to companies, investment firm staff, or the public.",,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21603,"Specialize in green financial instruments, such as socially responsible mutual funds or exchange-traded funds (ETF) that are comprised of green companies.",,,11/2020,Analyst
13-2051.00,Financial and Investment Analysts,21604,"Supervise, train, or mentor junior team members.",,,11/2020,Analyst
13-2052.00,Personal Financial Advisors,12907,"Interview clients to determine their current income, expenses, insurance coverage, tax status, financial objectives, risk tolerance, or other information needed to develop a financial plan.",Core,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,12904,Analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,Core,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,12905,Answer clients' questions about the purposes and details of financial plans and strategies.,Core,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,20183,"Review clients' accounts and plans regularly to determine whether life changes, economic changes, environmental concerns, or financial performance indicate a need for plan reassessment.",Core,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,20184,"Manage client portfolios, keeping client plans up-to-date.",Core,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,20182,"Recommend to clients strategies in cash management, insurance coverage, investment planning, or other areas to help them achieve their financial goals.",Core,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,20189,"Recommend financial products, such as stocks, bonds, mutual funds, or insurance.",Core,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,12909,"Implement financial planning recommendations, or refer clients to someone who can assist them with plan implementation.",Core,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,12915,Contact clients periodically to determine any changes in their financial status.,Core,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,12913,"Prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections.",Core,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,20186,Explain to clients the personal financial advisor's responsibilities and the types of services to be provided.,Core,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,20187,Investigate available investment opportunities to determine compatibility with client financial plans.,Core,25,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,12914,"Guide clients in the gathering of information, such as bank account records, income tax returns, life and disability insurance records, pension plans, or wills.",Core,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,20188,Monitor financial market trends to ensure that client plans are responsive.,Core,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,20185,Recruit and maintain client bases.,Core,25,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,12916,"Meet with clients' other advisors, such as attorneys, accountants, trust officers, or investment bankers, to fully understand clients' financial goals and circumstances.",Core,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,12917,Devise debt liquidation plans that include payoff priorities and timelines.,Core,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,12918,"Open accounts for clients, and disburse funds from accounts to creditors as agent for clients.",Supplemental,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,19570,"Inform clients about tax benefits, government rebates, or other financial benefits of alternative-fuel vehicle purchases or energy-efficient home construction, improvements, or remodeling.",Supplemental,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,19571,"Recommend environmentally responsible investments, such as cleantech, alternative energy, or conservation technologies, companies, or funds.",Supplemental,26,08/2024,Occupational Expert
13-2052.00,Personal Financial Advisors,12919,"Conduct seminars or workshops on financial planning topics, such as retirement planning, estate planning, or the evaluation of severance packages.",Supplemental,26,08/2024,Occupational Expert
13-2053.00,Insurance Underwriters,21045,"Examine documents to determine degree of risk from factors such as applicant health, financial standing and value, and condition of property.",Core,30,08/2018,Occupational Expert
13-2053.00,Insurance Underwriters,1261,Decline excessive risks.,Core,30,08/2018,Occupational Expert
13-2053.00,Insurance Underwriters,1262,"Write to field representatives, medical personnel, or others to obtain further information, quote rates, or explain company underwriting policies.",Core,30,08/2018,Occupational Expert
13-2053.00,Insurance Underwriters,1263,Evaluate possibility of losses due to catastrophe or excessive insurance.,Core,30,08/2018,Occupational Expert
13-2053.00,Insurance Underwriters,1265,Review company records to determine amount of insurance in force on single risk or group of closely related risks.,Core,30,08/2018,Occupational Expert
13-2053.00,Insurance Underwriters,1264,"Decrease value of policy when risk is substandard and specify applicable endorsements or apply rating to ensure safe, profitable distribution of risks, using reference materials.",Core,30,08/2018,Occupational Expert
13-2053.00,Insurance Underwriters,1266,Authorize reinsurance of policy when risk is high.,Core,30,08/2018,Occupational Expert
13-2054.00,Financial Risk Specialists,21605,"Analyze areas of potential risk to the assets, earning capacity, or success of organizations.",,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21606,Analyze new legislation to determine impact on risk exposure.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21607,"Conduct statistical analyses to quantify risk, using statistical analysis software or econometric models.",,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21608,Confer with traders to identify and communicate risks associated with specific trading strategies or positions.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21609,Consult financial literature to ensure use of the latest models or statistical techniques.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21610,Contribute to development of risk management systems.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21611,Determine potential environmental impacts of new products or processes on long-term growth and profitability.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21612,Develop contingency plans to deal with emergencies.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21613,Develop or implement risk-assessment models or methodologies.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21614,Devise scenario analyses reflecting possible severe market events.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21615,Devise systems or processes to monitor validity of risk assessments.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21616,"Document, and ensure communication of, key risks.",,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21617,"Draw charts and graphs, using computer spreadsheets, to illustrate technical reports.",,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21618,Evaluate and compare the relative quality of various securities in a given industry.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21619,Evaluate the risks and benefits involved in implementing green building technologies.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21620,"Evaluate the risks related to green investments, such as renewable energy company stocks.",,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21621,Gather risk-related data from internal or external resources.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21622,"Identify key risks and mitigating factors of potential investments, such as asset types and values, legal and ownership structures, professional reputations, customer bases, or industry segments.",,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21623,"Inform financial decisions by analyzing financial information to forecast business, industry, or economic conditions.",,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21624,"Interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs.",,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21625,Maintain input or data quality of risk management systems.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21626,"Meet with clients to answer queries on subjects such as risk exposure, market scenarios, or values-at-risk calculations.",,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21627,"Monitor developments in the fields of industrial technology, business, finance, and economic theory.",,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21628,"Prepare plans of action for investment, using financial analyses.",,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21629,"Produce reports or presentations that outline findings, explain risk positions, or recommend changes.",,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21630,Provide statistical modeling advice to other departments.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21631,"Recommend investments and investment timing to companies, investment firm staff, or the public.",,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21632,Recommend ways to control or reduce risk.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21633,Review or draft risk disclosures for offer documents.,,,11/2020,Analyst
13-2054.00,Financial Risk Specialists,21634,"Track, measure, or report on aspects of market risk for traded issues.",,,11/2020,Analyst
13-2061.00,Financial Examiners,7324,"Direct and participate in formal and informal meetings with bank directors, trustees, senior management, counsels, outside accountants, and consultants to gather information and discuss findings.",Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,7317,"Recommend actions to ensure compliance with laws and regulations, or to protect solvency of institutions.",Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,7319,"Prepare reports, exhibits, and other supporting schedules that detail an institution's safety and soundness, compliance with laws and regulations, and recommended solutions to questionable financial conditions.",Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,7327,"Resolve problems concerning the overall financial integrity of banking institutions including loan investment portfolios, capital, earnings, and specific or large troubled accounts.",Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,7314,Investigate activities of institutions to enforce laws and regulations and to ensure legality of transactions and operations or financial solvency.,Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,7320,"Review balance sheets, operating income and expense accounts, and loan documentation to confirm institution assets and liabilities.",Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,7316,"Plan, supervise, and review work of assigned subordinates.",Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,7321,Review audit reports of internal and external auditors to monitor adequacy of scope of reports or to discover specific weaknesses in internal routines.,Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,7318,"Examine the minutes of meetings of directors, stockholders, and committees to investigate the specific authority extended at various levels of management.",Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,7322,Train other examiners in the financial examination process.,Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,7323,Establish guidelines for procedures and policies that comply with new and revised regulations and direct their implementation.,Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,7315,"Review and analyze new, proposed, or revised laws, regulations, policies, and procedures to interpret their meaning and determine their impact.",Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,20190,Provide regulatory compliance training to employees.,Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,7328,Evaluate data processing applications for institutions under examination to develop recommendations for coordinating existing systems with examination procedures.,Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,7326,"Review applications for mergers, acquisitions, establishment of new institutions, acceptance in Federal Reserve System, or registration of securities sales to determine their public interest value and conformance to regulations, and recommend acceptance or rejection.",Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,7325,"Verify and inspect cash reserves, assigned collateral, and bank-owned securities to check internal control procedures.",Core,23,08/2020,Occupational Expert
13-2061.00,Financial Examiners,7329,"Confer with officials of real estate, securities, or financial institution industries to exchange views and discuss issues or pending cases.",Supplemental,23,08/2020,Occupational Expert
13-2071.00,Credit Counselors,18936,"Create debt management plans, spending plans, or budgets to assist clients to meet financial goals.",Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18934,"Assess clients' overall financial situations by reviewing income, assets, debts, expenses, credit reports, or other financial information.",Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18935,Calculate clients' available monthly income to meet debt obligations.,Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18945,"Recommend strategies for clients to meet their financial goals, such as borrowing money through loans or loan programs, declaring bankruptcy, making budget adjustments, or enrolling in debt management plans.",Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18933,"Advise clients or respond to inquiries about financial matters in person or via phone, email, Web site, or Internet chat.",Core,20,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18952,"Explain general financial topics to clients, such as credit report ratings, bankruptcy laws, consumer protection laws, wage attachments, or collection actions.",Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18939,Interview clients by telephone or in person to gather financial information.,Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18940,"Maintain or update records of client account activity, including financial transactions, counseling session notes, correspondence, document images, or client inquiries.",Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18937,"Estimate time for debt repayment, given amount of debt, interest rates, and available funds.",Core,21,08/2026,Occupational Expert
